customer_id,age,monthly_income,occupation,city,state,txn_count,avg_transaction,grocery_spend,fuel_spend,shopping_spend,electricity_bill,internet_bill,delay_days,recharge_frequency,monthly_data_usage,call_minutes,total_spend,savings,utilization,payment_score,engagement_score,default,alt_credit_score
184,51,83477,Shop Owner,Port Jenniferfurt,Gujarat,25,2721,7019,3962,13234,1746,1096,4,5,80,1207,24215,59262,0.2900799022485235,96,105,0,849
185,30,114573,Engineer,Lake Beth,Karnataka,125,3772,5406,1475,11588,2033,379,24,3,41,220,18469,96104,0.1611985371771709,76,166,0,849
186,28,147326,Student,West Jordan,Karnataka,233,2551,8201,1216,4551,2905,1164,12,5,77,1603,13968,133358,0.0948101489214395,88,310,0,849
187,33,34071,Driver,Virginiabury,Delhi,169,2856,9470,972,11502,1887,771,9,6,60,1673,21944,12127,0.6440668016788471,91,229,0,849
188,42,111570,Engineer,North William,Telangana,22,2173,9290,3341,724,1876,888,2,6,68,839,13355,98215,0.1197006363717845,98,90,0,849
189,49,85697,Shop Owner,Port David,Gujarat,37,890,2314,4809,1606,2205,863,1,8,40,1182,8729,76968,0.1018588748730994,99,77,0,849
190,36,67108,Shop Owner,East Dustinmouth,Gujarat,144,3296,3431,4125,3471,766,898,12,2,40,1335,11027,56081,0.1643172200035763,88,184,0,849
191,45,113081,Shop Owner,Kevinchester,Telangana,256,2465,3596,1609,1217,1291,1036,1,2,81,919,6422,106659,0.0567911497068473,99,337,0,849
192,23,140560,Shop Owner,Seantown,Maharashtra,113,4520,7282,1960,1548,2595,1443,2,7,30,427,10790,129770,0.0767643710870802,98,143,0,849
193,29,61745,Student,East Maryside,Gujarat,135,2145,8405,1801,10838,2920,1002,21,5,62,955,21044,40701,0.340821119118957,79,197,0,849
194,44,33624,Teacher,South Joshuafurt,Maharashtra,30,1670,7048,4780,11642,2840,962,29,8,13,1149,23470,10154,0.6980133238163216,71,43,0,849
195,39,128831,Shop Owner,Port Kathy,Maharashtra,228,2991,6195,4905,9669,1931,611,20,9,68,856,20769,108062,0.1612111991679021,80,296,0,849
196,43,74291,Student,North Deborahside,Maharashtra,73,3116,5950,783,8932,1074,1420,4,8,34,1134,15665,58626,0.210859996500249,96,107,0,849
197,52,60428,Driver,New Robert,Gujarat,262,1603,1512,186,2381,1436,755,14,9,5,896,4079,56349,0.0675018203481829,86,267,0,849
198,45,83686,Freelancer,North Nathan,Gujarat,163,4636,9122,238,6947,431,1229,4,2,4,1636,16307,67379,0.1948593552087565,96,167,0,849
199,43,14621,Engineer,Simmonsside,Karnataka,95,1406,6377,4922,8590,1228,420,4,4,39,1067,19889,-5268,1.3603036727993982,96,134,0,838
200,24,146194,Freelancer,Melissashire,Karnataka,98,1952,5170,4987,2559,1805,933,25,8,45,393,12716,133478,0.0869803138295689,75,143,0,849
201,35,115977,Freelancer,New Leahborough,Karnataka,160,1839,516,4348,964,1362,865,25,5,28,1448,5828,110149,0.0502513429386861,75,188,0,849
202,32,56271,Student,West Davidview,Telangana,27,139,5315,2851,3343,1484,588,7,1,34,898,11509,44762,0.2045280872918554,93,61,0,849
203,45,11062,Student,Lake John,Maharashtra,137,1934,9617,3734,7043,2111,827,20,5,62,1135,20394,-9332,1.8436087506779968,80,199,1,310
204,56,147301,Teacher,Lake Michael,Delhi,289,1019,1594,3195,1904,2008,1410,17,6,26,682,6693,140608,0.045437573404118,83,315,0,849
205,42,114592,Shop Owner,North Gabrielle,Delhi,214,4032,6055,4556,5213,1098,1365,11,8,39,1453,15824,98768,0.1380899190170343,89,253,0,849
206,42,118099,Teacher,Ronnieland,Karnataka,40,4209,6808,2074,7978,1132,1140,2,5,94,1504,16860,101239,0.1427615813851091,98,134,0,849
207,58,135036,Teacher,Jacksonton,Delhi,167,4983,5426,1187,4469,1541,405,18,3,48,1194,11082,123954,0.0820670043543943,82,215,0,849
208,39,22910,Student,Millerland,Delhi,243,833,7608,949,4439,827,1145,28,5,3,1489,12996,9914,0.5672632038411174,72,246,1,321
209,36,110776,Shop Owner,Matamouth,Delhi,49,94,2310,4566,10773,686,780,17,3,19,959,17649,93127,0.1593215136852747,83,68,0,849
210,43,58447,Teacher,New Donaldview,Karnataka,160,3548,9521,1909,6864,707,1197,6,6,81,428,18294,40153,0.3130015227471042,94,241,0,849
211,23,13812,Student,Lawrenceport,Maharashtra,41,741,1431,4936,8410,2986,1344,18,4,45,1049,14777,-965,1.0698667825079642,82,86,1,310
212,39,126421,Freelancer,Samanthaland,Delhi,57,3456,8839,1032,1811,1217,502,0,3,64,1174,11682,114739,0.0924055338907301,100,121,0,849
213,47,86125,Student,Markhaven,Karnataka,69,1923,9607,1878,7281,715,384,6,2,79,115,18766,67359,0.2178925979680696,94,148,0,849
214,48,14324,Driver,Port Billy,Gujarat,94,3798,777,1977,2359,2731,767,7,7,74,1652,5113,9211,0.3569533649818486,93,168,0,840
215,37,132883,Freelancer,New Scott,Maharashtra,96,4763,5175,1170,9181,1109,1296,8,5,3,1790,15526,117357,0.1168396258362619,92,99,0,849
216,47,23234,Freelancer,West Lisaville,Maharashtra,178,4529,5808,2462,14150,2116,772,0,3,40,227,22420,814,0.9649651372987864,100,218,0,842
217,19,10846,Engineer,Harrismouth,Gujarat,114,337,6453,4282,2407,1581,574,13,3,24,393,13142,-2296,1.211690945970865,87,138,0,838
218,22,147541,Teacher,Lake Travis,Delhi,157,179,6837,2363,8651,2837,625,16,1,40,251,17851,129690,0.1209900976677669,84,197,0,849
219,36,137534,Student,Kristibury,Gujarat,292,193,8707,244,1426,1191,388,5,2,44,1992,10377,127157,0.0754504340744834,95,336,0,849
220,31,52533,Shop Owner,Jamesville,Karnataka,126,2226,5502,886,9032,1007,649,19,6,66,1222,15420,37113,0.2935297812803381,81,192,0,849
221,53,115292,Engineer,North Chad,Karnataka,23,3448,8997,907,3154,686,386,18,7,35,1442,13058,102234,0.1132602435554938,82,58,0,849
222,50,133781,Teacher,Steeleshire,Gujarat,228,4092,1871,320,5154,2173,1477,23,7,93,102,7345,126436,0.0549031626314648,77,321,0,849
223,22,97958,Teacher,South Samanthashire,Delhi,200,1181,7053,4042,12059,2611,1276,4,5,23,1426,23154,74804,0.2363666060964903,96,223,0,849
224,19,126748,Teacher,New Vanessaburgh,Delhi,190,61,694,2537,3342,2840,932,0,8,76,543,6573,120175,0.0518588064505948,100,266,0,849
225,18,142414,Shop Owner,Donaldton,Maharashtra,201,3059,8484,4751,14709,2758,472,3,5,24,1803,27944,114470,0.1962166640920134,97,225,0,849
226,34,103070,Freelancer,Jameschester,Karnataka,201,2127,8345,3867,13907,1963,1285,23,5,39,1067,26119,76951,0.2534103036771126,77,240,0,849
227,47,52078,Student,East Keithfort,Telangana,285,493,797,4903,6356,1360,882,0,3,66,1591,12056,40022,0.2314989054879219,100,351,0,849
228,31,77444,Engineer,Bruceton,Maharashtra,61,2400,1769,1260,8201,1354,680,11,5,73,891,11230,66214,0.1450080057848251,89,134,0,849
229,51,94555,Engineer,Thompsonmouth,Karnataka,204,4613,7397,2410,14094,2691,465,27,4,3,1306,23901,70654,0.252773518058273,73,207,0,849
230,18,146487,Freelancer,West Annshire,Delhi,60,4481,6093,3672,6655,2689,1342,19,8,86,546,16420,130067,0.1120918579805716,81,146,0,849
231,46,18007,Engineer,Morenofurt,Maharashtra,92,4733,2381,4296,9213,1507,844,9,1,60,1543,15890,2117,0.8824346087632587,91,152,0,838
232,54,131101,Driver,Port Bradley,Karnataka,245,4933,7706,4155,5173,2539,619,29,3,83,503,17034,114067,0.1299303590361629,71,328,0,849
233,38,25524,Shop Owner,Kevinview,Karnataka,143,3529,1909,1694,13356,2927,774,27,3,77,556,16959,8565,0.6644334743770569,73,220,0,849
234,31,135501,Driver,Alishatown,Maharashtra,97,576,2672,4966,779,2984,726,15,6,21,1301,8417,127084,0.0621176227481716,85,118,0,849
235,59,53303,Freelancer,New Zacharyhaven,Karnataka,129,2943,8325,1751,4481,396,795,18,8,2,1760,14557,38746,0.2730990750989625,82,131,0,849
236,55,112974,Student,Johnbury,Maharashtra,181,2411,4927,4131,10400,1601,308,8,7,20,1635,19458,93516,0.1722343194009241,92,201,0,849
237,34,21246,Teacher,South Carla,Telangana,41,2736,5035,2776,9811,2118,572,11,7,13,386,17622,3624,0.8294267156170573,89,54,0,841
238,57,102263,Engineer,New Margaret,Karnataka,183,4293,8197,194,1162,1331,507,17,4,14,325,9553,92710,0.0934159960102872,83,197,0,849
239,23,64917,Engineer,Youngberg,Karnataka,142,1473,5560,2708,11867,1960,1446,0,3,90,1027,20135,44782,0.3101652879831169,100,232,0,849
240,25,90910,Shop Owner,Robertstad,Maharashtra,262,3864,2514,3789,13497,1836,503,5,3,1,1675,19800,71110,0.2177978220217797,95,263,0,849
241,47,141994,Driver,Lake Christine,Telangana,106,3263,2864,3629,6419,2132,816,26,8,35,63,12912,129082,0.09093341972196,74,141,0,849
242,55,107720,Student,Taylorton,Telangana,34,3522,9372,4651,1109,988,1149,0,3,13,1504,15132,92588,0.1404753063497957,100,47,0,849
243,54,42154,Student,Tonyatown,Delhi,280,2206,4366,371,7498,2686,1459,2,2,78,774,12235,29919,0.29024529107558,98,358,0,849
244,39,69201,Teacher,Molinaberg,Telangana,123,2303,5442,4138,1364,2341,1348,25,3,51,1625,10944,58257,0.1581480036415658,75,174,0,849
245,27,56197,Freelancer,Grahambury,Telangana,264,834,5071,4178,5729,1648,979,18,4,36,1892,14978,41219,0.266526682919017,82,300,0,849
246,48,81907,Shop Owner,Fowlerchester,Delhi,209,4104,1435,3980,6894,989,1184,0,1,33,1464,12309,69598,0.1502801958318581,100,242,0,849
247,32,30103,Shop Owner,New Zacharyport,Telangana,231,2388,825,1534,12172,2970,1469,28,5,52,1449,14531,15572,0.4827093645151646,72,283,0,849
248,21,111195,Shop Owner,New Craig,Gujarat,114,3911,2485,4932,5103,1252,1083,15,6,80,95,12520,98675,0.1125949907819596,85,194,0,849
249,44,85683,Driver,South Mitchell,Gujarat,238,1320,9332,4703,8254,794,1361,8,1,10,713,22289,63394,0.2601332819812565,92,248,0,849
250,44,81315,Engineer,New Adam,Gujarat,73,1417,4542,2575,7254,1046,736,15,2,86,698,14371,66944,0.1767324601856976,85,159,0,849
251,57,86325,Freelancer,Millsmouth,Gujarat,39,1631,2486,2240,4466,2692,1483,5,1,58,958,9192,77133,0.1064813205907906,95,97,0,849
252,29,83319,Freelancer,Michaeltown,Gujarat,77,178,6468,4801,12688,2888,443,11,2,6,902,23957,59362,0.2875334557543897,89,83,0,849
253,42,101751,Driver,Andrewhaven,Karnataka,27,2126,5731,2994,4244,956,644,12,3,36,376,12969,88782,0.1274582067989503,88,63,0,849
254,29,47219,Driver,North Michellehaven,Telangana,150,2806,6094,1644,13063,2096,567,8,4,25,444,20801,26418,0.4405218238420975,92,175,0,849
255,54,114263,Teacher,Ruizshire,Maharashtra,92,292,4585,170,9344,2062,332,24,2,5,1695,14099,100164,0.1233907739163158,76,97,0,849
256,45,119945,Student,Lake Kathleen,Karnataka,207,3562,1999,2099,2658,1885,692,8,5,88,1049,6756,113189,0.0563258159989995,92,295,0,849
257,46,144869,Engineer,New Jeffrey,Maharashtra,62,2308,4539,2035,11963,1021,1245,28,9,26,823,18537,126332,0.1279569818249591,72,88,0,849
258,54,142717,Driver,North Thomas,Maharashtra,259,1099,798,923,4732,2386,1496,16,4,12,1148,6453,136264,0.0452153562644954,84,271,0,849
259,18,110158,Freelancer,South Christopher,Karnataka,39,4356,3299,4875,5826,2573,366,4,3,63,797,14000,96158,0.1270901795602679,96,102,0,849
260,57,78244,Student,Jessicaview,Telangana,286,2763,3157,4522,3846,1977,1134,22,5,6,324,11525,66719,0.1472956392822453,78,292,0,849
261,26,67545,Driver,Klineville,Maharashtra,249,1293,6196,4423,1966,1298,536,28,2,80,264,12585,54960,0.1863202309571396,72,329,0,849
262,43,23224,Engineer,East Christopherfurt,Delhi,71,4007,2466,375,762,1889,1461,24,5,73,304,3603,19621,0.1551412332070272,76,144,1,347
263,42,149649,Teacher,Reyesview,Karnataka,286,3438,8333,1893,14689,2168,852,1,3,72,1623,24915,124734,0.166489585630375,99,358,0,849
264,51,46368,Engineer,Port Markborough,Karnataka,159,3684,2152,4141,4392,994,616,21,4,76,1245,10685,35683,0.2304390959282263,79,235,0,849
265,41,77526,Driver,Lewistown,Telangana,107,4865,2412,1292,9292,1067,1185,3,9,80,1776,12996,64530,0.1676340840492222,97,187,0,849
266,41,56240,Student,Jenkinsland,Telangana,137,3687,9790,365,14445,2908,557,23,6,78,560,24600,31640,0.4374110953058321,77,215,0,849
267,39,29097,Driver,South Claudia,Gujarat,30,3469,7882,2476,9482,422,641,10,9,71,381,19840,9257,0.681857236141183,90,101,0,849
268,38,80480,Driver,Gutierrezborough,Maharashtra,47,796,9004,4633,1420,2168,1382,0,5,4,691,15057,65423,0.1870899602385685,100,51,0,849
269,37,62853,Freelancer,Kramertown,Delhi,73,2879,2881,3618,9489,2607,394,28,3,44,500,15988,46865,0.254371310836396,72,117,0,849
270,57,11759,Shop Owner,East Ericshire,Karnataka,292,3060,2273,2547,3664,2388,553,6,4,76,507,8484,3275,0.721489922612467,94,368,0,834
271,36,103501,Freelancer,Madisonberg,Telangana,192,4767,1446,2665,1006,2416,1404,29,1,17,1345,5117,98384,0.0494391358537598,71,209,0,849
272,46,100397,Engineer,Haileytown,Gujarat,66,293,9197,4517,11850,388,512,1,9,53,1274,25564,74833,0.254629122384135,99,119,0,849
273,18,74077,Engineer,Port Timothy,Gujarat,236,3640,1692,4425,13437,565,1211,4,7,9,1725,19554,54523,0.263968573241357,96,245,0,849
274,19,147717,Driver,New Andre,Maharashtra,249,4965,9364,2560,6367,1530,632,12,7,41,448,18291,129426,0.1238246105729198,88,290,0,849
275,47,48565,Engineer,North Robert,Delhi,207,979,2039,912,1143,1304,346,13,2,75,1340,4094,44471,0.0842993925666632,87,282,0,849
276,18,62487,Shop Owner,North Alicia,Karnataka,237,1333,8180,2118,7845,726,509,23,8,55,529,18143,44344,0.2903483924656329,77,292,0,849
277,49,113177,Teacher,Ashleymouth,Karnataka,208,4436,1419,4050,2839,1743,453,9,6,53,965,8308,104869,0.073407141026887,91,261,0,849
278,51,136944,Driver,South Robertport,Gujarat,263,1919,5775,507,1936,714,1480,4,7,99,633,8218,128726,0.0600099310667134,96,362,0,849
279,24,119575,Student,West Michellefort,Maharashtra,35,3476,9250,3102,5016,1068,1282,7,2,34,874,17368,102207,0.1452477524566172,93,69,0,849
280,20,40678,Engineer,Richardville,Telangana,36,3672,4899,4057,8611,878,1039,2,5,19,376,17567,23111,0.4318550567874527,98,55,0,849
281,25,82258,Engineer,Janetmouth,Maharashtra,58,3765,8337,1301,7870,1338,494,28,2,40,1471,17508,64750,0.2128425198764861,72,98,0,849
282,45,111358,Teacher,West Danieltown,Karnataka,85,2205,6911,692,13042,841,658,17,7,81,477,20645,90713,0.1853930566281722,83,166,0,849
283,49,97127,Freelancer,New Daisyburgh,Karnataka,272,306,941,1881,3146,726,796,27,9,58,965,5968,91159,0.061445324163209,73,330,0,849
284,33,129235,Driver,North Mark,Telangana,109,3870,7033,4677,7711,785,629,27,9,92,99,19421,109814,0.150276627848493,73,201,0,849
285,38,96925,Teacher,Rhondaborough,Gujarat,219,3785,3145,18,9816,1470,558,3,4,36,1446,12979,83946,0.1339076605622904,97,255,0,849
286,24,26032,Shop Owner,Stevenville,Karnataka,114,2130,6589,1547,8297,442,1046,18,8,32,1842,16433,9599,0.6312615242778119,82,146,0,849
287,36,128865,Teacher,Hollyhaven,Maharashtra,174,3544,1404,1269,904,1688,389,15,1,9,1413,3577,125288,0.0277577309587552,85,183,0,849
288,22,97955,Engineer,Jessefurt,Gujarat,266,1614,1684,746,2225,780,383,12,2,32,1630,4655,93300,0.0475218212444489,88,298,0,849
289,19,104914,Driver,Richardstad,Delhi,136,320,6311,3956,671,972,816,4,9,30,1669,10938,93976,0.1042568198715138,96,166,0,849
290,22,142351,Freelancer,Darrelltown,Maharashtra,293,2356,9850,1706,10463,1913,1081,7,6,60,50,22019,120332,0.1546810349066743,93,353,0,849
291,51,148155,Engineer,West Jason,Delhi,205,4725,9582,4817,11959,2335,638,14,9,5,112,26358,121797,0.1779082717424319,86,210,0,849
292,39,29063,Engineer,New Margaret,Maharashtra,117,1523,3743,4478,2681,1889,1199,29,3,36,1394,10902,18161,0.3751161270343736,71,153,0,849
293,34,12573,Student,West Samuelmouth,Gujarat,44,3306,6382,4239,6482,2954,522,8,9,94,201,17103,-4530,1.3602958721068956,92,138,0,838
294,42,70774,Student,West Regina,Karnataka,186,1485,8915,219,12966,1376,1400,13,4,78,266,22100,48674,0.3122615649814904,87,264,0,849
295,21,65961,Teacher,Nicholsmouth,Telangana,138,4578,8956,953,5024,802,1121,9,4,25,1275,14933,51028,0.226391352465851,91,163,0,849
296,51,136678,Shop Owner,Jessicafurt,Karnataka,169,2824,6173,3124,9171,923,464,22,3,7,1307,18468,118210,0.1351205022022564,78,176,0,849
297,23,71268,Teacher,South Andrewmouth,Delhi,270,3928,9581,3854,8634,1350,1393,25,4,43,1130,22069,49199,0.3096621204467643,75,313,0,849
298,58,41653,Teacher,Barnesfurt,Maharashtra,142,1952,6006,4873,2895,2285,1447,18,4,14,771,13774,27879,0.3306844645043574,82,156,0,849
299,54,131829,Teacher,Eileenchester,Delhi,48,84,6015,2670,3865,1580,1345,15,8,96,1612,12550,119279,0.0951990836614098,85,144,0,849
300,40,58756,Teacher,Whiteview,Telangana,96,3268,3638,903,7163,1288,749,7,5,87,1144,11704,47052,0.1991966777860984,93,183,0,849
301,44,91182,Freelancer,New Nancy,Karnataka,141,389,4770,1714,13384,1873,1371,22,9,67,139,19868,71314,0.2178938825645412,78,208,0,849
302,57,57924,Teacher,Velazquezbury,Telangana,64,3137,5952,3266,4067,2934,1020,22,4,79,657,13285,44639,0.2293522546785443,78,143,0,849
303,34,45737,Shop Owner,Laurabury,Delhi,28,3949,6977,1016,6970,1758,406,27,5,16,452,14963,30774,0.3271530708179373,73,44,0,849
304,19,111371,Freelancer,New Jacob,Karnataka,34,888,4821,3496,2313,1075,1409,3,4,51,1603,10630,100741,0.0954467500516292,97,85,0,849
305,18,31172,Driver,Gallegosport,Karnataka,132,1501,2813,1514,1731,2166,1460,25,9,16,1010,6058,25114,0.1943410753240087,75,148,0,849
306,43,63276,Shop Owner,Harristown,Karnataka,129,3049,3940,4056,805,2683,906,5,2,56,1664,8801,54475,0.1390890701055692,95,185,0,849
307,57,99599,Driver,New Tina,Maharashtra,31,3586,2189,1517,14179,2080,901,26,7,28,1778,17885,81714,0.1795700760047791,74,59,0,849
308,56,126021,Teacher,Savagechester,Telangana,298,4279,6149,3261,9856,2750,839,7,5,22,1958,19266,106755,0.1528792820244245,93,320,0,849
309,50,69129,Driver,Woodhaven,Delhi,62,1919,2319,2705,12207,2105,323,15,4,13,1906,17231,51898,0.2492586324118676,85,75,0,849
310,36,131789,Engineer,Meganland,Telangana,111,2276,1579,4206,6780,2135,1379,25,7,86,369,12565,119224,0.0953417963562968,75,197,0,849
311,51,142596,Student,Smithside,Maharashtra,251,4613,7735,813,14060,522,478,17,3,79,1771,22608,119988,0.1585458217621812,83,330,0,849
312,57,64912,Student,Orrmouth,Telangana,25,3553,3153,2476,3840,2260,1092,19,4,63,125,9469,55443,0.1458744145920631,81,88,0,849
313,57,65337,Student,Port Eric,Karnataka,216,4293,1641,849,9058,2839,1109,0,1,81,1946,11548,53789,0.1767451826683196,100,297,0,849
314,20,38145,Shop Owner,East Eric,Delhi,85,4091,2538,2860,4770,719,948,3,7,57,1059,10168,27977,0.26656180364399,97,142,0,849
315,47,30581,Teacher,South Paul,Delhi,95,544,7616,3182,2284,1578,775,5,7,73,903,13082,17499,0.4277819561165429,95,168,0,849
316,36,101748,Driver,Markborough,Karnataka,222,4180,9690,4469,10143,1740,469,28,5,12,1144,24302,77446,0.2388449895821048,72,234,0,849
317,34,46408,Student,Coleberg,Delhi,235,2330,5158,2934,7369,2521,769,24,6,21,959,15461,30947,0.3331537665919669,76,256,0,849
318,33,100327,Engineer,Olsonshire,Telangana,170,3396,6719,4534,12495,2792,1341,5,2,72,1712,23748,76579,0.2367059714732823,95,242,0,849
319,34,142822,Shop Owner,Christopherhaven,Maharashtra,206,1362,3462,2938,13479,1661,927,15,7,70,918,19879,122943,0.139187240061055,85,276,0,849
320,35,87454,Engineer,Wardmouth,Gujarat,272,3247,5796,126,6102,826,755,12,9,33,1073,12024,75430,0.1374894230109543,88,305,0,849
321,58,132732,Teacher,Gibsonburgh,Gujarat,187,2689,1866,1019,6953,1954,1110,27,9,6,293,9838,122894,0.0741192779435253,73,193,0,849
322,33,80342,Student,Brittanyside,Gujarat,169,4129,5039,684,12321,1892,1010,16,7,37,1727,18044,62298,0.224589878270394,84,206,0,849
323,38,29541,Teacher,East Andrea,Telangana,255,1512,4586,2261,4680,733,587,21,5,8,1816,11527,18014,0.390203446058021,79,263,0,849
324,24,90559,Teacher,East Jane,Karnataka,251,4230,6540,3560,10804,2846,602,22,8,92,1003,20904,69655,0.2308329376428626,78,343,0,849
325,40,147809,Freelancer,Port Erin,Delhi,153,4808,1126,4159,12106,737,840,21,2,57,1156,17391,130418,0.1176585999499353,79,210,0,849
326,56,29426,Teacher,Mathiston,Karnataka,177,540,4229,3534,3796,1132,1096,15,6,32,755,11559,17867,0.3928158771154761,85,209,0,849
327,59,76150,Student,New Lori,Karnataka,122,1932,5408,2987,6085,1061,766,4,7,25,781,14480,61670,0.1901510177281681,96,147,0,849
328,51,144055,Teacher,Lake Timothy,Delhi,107,4825,5030,681,5754,984,1464,9,1,88,243,11465,132590,0.0795876574919301,91,195,0,849
329,56,104071,Student,South Dana,Delhi,69,2437,3193,1370,13436,877,1009,7,1,34,1175,17999,86072,0.172949236578874,93,103,0,849
330,46,125608,Shop Owner,West Charles,Gujarat,264,2206,8466,2580,7757,527,580,11,6,69,1881,18803,106805,0.1496958792433603,89,333,0,849
331,50,89273,Driver,Davenportview,Gujarat,131,3298,7272,1627,12164,1127,730,7,3,80,190,21063,68210,0.2359391977417584,93,211,0,849
332,52,135341,Engineer,Wilsonstad,Telangana,47,2035,8988,2181,12094,2009,601,21,4,39,112,23263,112078,0.171884351379109,79,86,0,849
333,30,79346,Engineer,Dixonton,Delhi,268,2647,1401,1098,2177,1720,832,0,7,48,1134,4676,74670,0.0589317671968341,100,316,0,849
334,46,71916,Freelancer,Port Annetteshire,Telangana,187,4916,6122,1378,1748,2238,743,0,8,18,460,9248,62668,0.12859447132766,100,205,0,849
335,33,95431,Driver,Paulview,Maharashtra,171,4291,6579,1264,10599,559,1038,27,2,80,1765,18442,76989,0.1932495729899089,73,251,0,849
336,27,115373,Student,Christineview,Delhi,256,1108,2548,4248,2976,369,1282,29,9,26,1613,9772,105601,0.0846991930521005,71,282,0,849
337,22,42733,Student,Richardsborough,Karnataka,145,4636,4053,4440,14723,780,1467,23,9,77,558,23216,19517,0.5432803688016287,77,222,0,849
338,31,34951,Freelancer,Alanberg,Gujarat,245,270,5318,4623,7849,1498,624,4,4,9,1248,17790,17161,0.5089983119224056,96,254,0,849
339,21,122573,Shop Owner,South Richardhaven,Maharashtra,148,4036,5076,2977,2371,1994,1097,17,3,76,294,10424,112149,0.0850431987468692,83,224,0,849
340,18,145566,Student,Port Jennifer,Maharashtra,255,1512,6021,344,8736,343,454,2,9,32,1047,15101,130465,0.1037398843136446,98,287,0,849
341,41,53001,Shop Owner,New Kayla,Telangana,153,2118,6253,1514,3098,1042,524,24,3,57,359,10865,42136,0.20499613214845,76,210,0,849
342,54,141878,Freelancer,Jamesborough,Karnataka,29,2090,7399,273,5551,330,1382,27,4,16,879,13223,128655,0.0931997913700503,73,45,0,849
343,30,34262,Driver,East Jeffreybury,Delhi,107,1829,4976,478,14850,1197,1234,28,4,96,1129,20304,13958,0.5926098885062168,72,203,0,849
344,25,51844,Engineer,Esteston,Telangana,23,4336,1691,2668,13948,1558,1430,17,7,17,513,18307,33537,0.3531170434380063,83,40,0,849
345,27,50042,Teacher,Riosberg,Maharashtra,173,1461,771,142,8278,2236,1037,6,6,72,1028,9191,40851,0.1836657207945325,94,245,0,849
346,43,128533,Shop Owner,Bartonstad,Telangana,88,3382,1287,1681,1122,1173,865,20,9,58,1043,4090,124443,0.0318206219414469,80,146,0,849
347,40,56600,Engineer,Stevenberg,Delhi,277,3726,3072,3260,5714,2318,375,2,6,17,813,12046,44554,0.2128268551236749,98,294,0,849
348,59,122855,Engineer,Cookville,Karnataka,124,116,8033,4616,13777,2614,616,11,2,48,1745,26426,96429,0.2150991005657075,89,172,0,849
349,55,64028,Shop Owner,North Jessica,Maharashtra,136,2364,6230,2532,12272,2159,324,15,5,40,914,21034,42994,0.3285125257699756,85,176,0,849
350,26,112979,Freelancer,East Erinmouth,Telangana,183,4521,3839,548,13885,459,895,17,9,58,908,18272,94707,0.1617291709078678,83,241,0,849
351,51,93560,Engineer,Markside,Karnataka,92,248,1071,790,10330,1199,801,5,3,16,1741,12191,81369,0.1303014108593416,95,108,0,849
352,45,75160,Engineer,Port Danielle,Maharashtra,170,3790,678,2244,4586,1002,1498,0,2,1,1626,7508,67652,0.0998935604044704,100,171,0,849
353,51,35931,Teacher,West Brittany,Maharashtra,242,848,8101,787,3295,2222,1040,21,4,33,210,12183,23748,0.3390665442097353,79,275,0,849
354,32,137015,Student,Khanchester,Telangana,202,4354,5088,3084,14445,2667,681,13,7,82,1224,22617,114398,0.1650695179359924,87,284,0,849
355,28,60106,Teacher,Cruzton,Delhi,239,1179,2105,3778,11437,2126,1197,23,7,79,1803,17320,42786,0.2881575882607393,77,318,0,849
356,32,79669,Engineer,Herbertstad,Telangana,118,4739,3433,1215,9016,1016,606,21,9,45,129,13664,66005,0.1715096210571238,79,163,0,849
357,43,51873,Freelancer,Howardfort,Telangana,233,1900,7599,1490,1393,690,1492,29,7,45,639,10482,41391,0.2020704412700248,71,278,0,849
358,30,51755,Shop Owner,Joneschester,Telangana,163,4529,2763,3432,2871,2645,532,6,1,12,1934,9066,42689,0.1751714810163269,94,175,0,849
359,34,135991,Shop Owner,Kellystad,Telangana,34,4362,2015,2917,6231,2618,1383,7,8,24,1189,11163,124828,0.0820863145355207,93,58,0,849
360,20,142663,Teacher,Morganstad,Karnataka,26,2402,1667,110,5609,1005,533,15,8,20,384,7386,135277,0.0517723586353854,85,46,0,849
361,30,109616,Freelancer,South Juliehaven,Karnataka,251,3705,4293,1755,7238,1555,790,10,8,53,1141,13286,96330,0.1212049335863377,90,304,0,849
362,33,29623,Driver,Davidhaven,Maharashtra,61,1346,2720,972,1530,2850,1189,15,6,34,1869,5222,24401,0.1762819430847652,85,95,0,849
363,58,115228,Engineer,North Davidland,Telangana,174,2643,7191,3992,13305,1045,727,24,2,2,298,24488,90740,0.2125177908147325,76,176,0,849
364,42,121785,Driver,Gonzalesview,Karnataka,234,2231,3697,1462,14660,2993,1031,11,3,47,843,19819,101966,0.1627376113642895,89,281,0,849
365,55,63947,Shop Owner,Spearsfort,Karnataka,193,2428,7537,3553,9999,501,1181,17,4,92,425,21089,42858,0.3297887312931021,83,285,0,849
366,48,57638,Teacher,North Meghanfurt,Gujarat,94,1239,5808,687,14856,1135,938,8,4,75,1963,21351,36287,0.3704327006488774,92,169,0,849
367,49,52534,Teacher,Jonathanside,Delhi,73,1257,2394,4922,14139,434,925,7,7,37,346,21455,31079,0.4084021776373396,93,110,0,849
368,19,102124,Driver,Wendyton,Gujarat,198,1861,3683,3797,5678,2411,790,6,4,83,542,13158,88966,0.1288433668873134,94,281,0,849
369,49,85418,Student,West Danielle,Maharashtra,128,4018,3216,190,14011,340,1326,16,2,49,972,17417,68001,0.2039031585848416,84,177,0,849
